id,date,store_nbr,family,sales,onpromotion,warehouse_id,supplier_id,lead_time_days,purchase_price,selling_price,storage_cost_per_unit
1945996,2016-01-01,10,LADIESWEAR,0.0,0,W3,S3,10,47.18,77.42,0.06
1946010,2016-01-01,11,AUTOMOTIVE,0.0,0,W1,S2,7,48.72,81.74,0.05
1946011,2016-01-01,11,BABY CARE,0.0,0,W3,S4,3,37.74,58.15,0.06
1946012,2016-01-01,11,BEAUTY,0.0,0,W3,S4,3,21.65,30.39,0.06
1946013,2016-01-01,11,BEVERAGES,0.0,0,W1,S2,7,46.99,71.63,0.05
1946014,2016-01-01,11,BOOKS,0.0,0,W1,S1,5,32.94,58.86,0.05
1946015,2016-01-01,11,BREAD/BAKERY,0.0,0,W3,S5,8,23.66,39.79,0.06
1946016,2016-01-01,11,CELEBRATION,0.0,0,W2,S5,8,28.4,51.11,0.07
1946017,2016-01-01,11,CLEANING,0.0,0,W1,S2,7,26.25,33.7,0.05
1946018,2016-01-01,11,DAIRY,0.0,0,W2,S3,10,47.41,59.72,0.07
1946019,2016-01-01,11,DELI,0.0,0,W2,S5,8,42.79,69.5,0.07
1946020,2016-01-01,11,EGGS,0.0,0,W2,S5,8,11.25,17.98,0.07
1946021,2016-01-01,11,FROZEN FOODS,0.0,0,W1,S4,3,10.39,14.45,0.05
1946022,2016-01-01,11,GROCERY I,0.0,0,W2,S4,3,12.77,18.66,0.07
1946023,2016-01-01,11,GROCERY II,0.0,0,W1,S4,3,34.42,45.06,0.05
1946024,2016-01-01,11,HARDWARE,0.0,0,W2,S5,8,42.58,60.68,0.07
1946025,2016-01-01,11,HOME AND KITCHEN I,0.0,0,W3,S5,8,30.6,53.77,0.06
1946026,2016-01-01,11,HOME AND KITCHEN II,0.0,0,W3,S5,8,31.39,44.5,0.06
1946027,2016-01-01,11,HOME APPLIANCES,0.0,0,W1,S3,10,19.62,25.98,0.05
1946028,2016-01-01,11,HOME CARE,0.0,0,W3,S3,10,28.37,38.54,0.06
1946029,2016-01-01,11,LADIESWEAR,0.0,0,W3,S3,10,20.27,30.44,0.06
1946043,2016-01-01,12,AUTOMOTIVE,0.0,0,W2,S1,5,20.96,31.13,0.07
1946044,2016-01-01,12,BABY CARE,0.0,0,W1,S5,8,25.65,32.25,0.05
1946045,2016-01-01,12,BEAUTY,0.0,0,W2,S5,8,11.9,15.06,0.07
1946046,2016-01-01,12,BEVERAGES,0.0,0,W2,S2,7,48.2,64.75,0.07
1946047,2016-01-01,12,BOOKS,0.0,0,W2,S2,7,46.57,76.32,0.07
1946048,2016-01-01,12,BREAD/BAKERY,0.0,0,W2,S1,5,41.85,61.54,0.07
1946049,2016-01-01,12,CELEBRATION,0.0,0,W2,S2,7,32.74,41.64,0.07
1946050,2016-01-01,12,CLEANING,0.0,0,W2,S3,10,42.52,68.41,0.07
1946051,2016-01-01,12,DAIRY,0.0,0,W2,S1,5,48.97,59.14,0.07
1946052,2016-01-01,12,DELI,0.0,0,W1,S1,5,21.34,33.23,0.05
1946053,2016-01-01,12,EGGS,0.0,0,W3,S1,5,24.57,34.59,0.06
1946054,2016-01-01,12,FROZEN FOODS,0.0,0,W2,S4,3,39.16,48.13,0.07
1946055,2016-01-01,12,GROCERY I,0.0,0,W2,S2,7,35.71,45.49,0.07
1946056,2016-01-01,12,GROCERY II,0.0,0,W2,S5,8,42.99,70.89,0.07
1946057,2016-01-01,12,HARDWARE,0.0,0,W2,S4,3,23.88,32.19,0.07
1946058,2016-01-01,12,HOME AND KITCHEN I,0.0,0,W2,S3,10,22.42,30.57,0.07
1946059,2016-01-01,12,HOME AND KITCHEN II,0.0,0,W2,S4,3,33.42,49.88,0.07
1946060,2016-01-01,12,HOME APPLIANCES,0.0,0,W3,S3,10,15.83,20.48,0.06
1946061,2016-01-01,12,HOME CARE,0.0,0,W3,S5,8,11.58,20.63,0.06
1946062,2016-01-01,12,LADIESWEAR,0.0,0,W2,S5,8,19.77,28.23,0.07
1946076,2016-01-01,13,AUTOMOTIVE,0.0,0,W3,S2,7,16.33,23.97,0.06
1946077,2016-01-01,13,BABY CARE,0.0,0,W1,S4,3,10.27,12.77,0.05
1946078,2016-01-01,13,BEAUTY,0.0,0,W2,S5,8,41.12,63.1,0.07
1946079,2016-01-01,13,BEVERAGES,0.0,0,W1,S3,10,31.73,53.27,0.05
1946080,2016-01-01,13,BOOKS,0.0,0,W1,S5,8,36.76,53.41,0.05
1946081,2016-01-01,13,BREAD/BAKERY,0.0,0,W2,S2,7,16.52,21.47,0.07
1946082,2016-01-01,13,CELEBRATION,0.0,0,W3,S3,10,20.27,24.63,0.06
1946083,2016-01-01,13,CLEANING,0.0,0,W1,S1,5,12.4,17.46,0.05
1946084,2016-01-01,13,DAIRY,0.0,0,W2,S2,7,49.9,85.66,0.07
1946085,2016-01-01,13,DELI,0.0,0,W1,S2,7,14.12,17.8,0.05
1946086,2016-01-01,13,EGGS,0.0,0,W1,S1,5,13.61,24.14,0.05
1946087,2016-01-01,13,FROZEN FOODS,0.0,0,W1,S5,8,34.57,59.61,0.05
1946088,2016-01-01,13,GROCERY I,0.0,0,W1,S2,7,23.28,28.52,0.05
1946089,2016-01-01,13,GROCERY II,0.0,0,W3,S1,5,45.5,56.84,0.06
1946090,2016-01-01,13,HARDWARE,0.0,0,W1,S1,5,43.26,63.46,0.05
1946091,2016-01-01,13,HOME AND KITCHEN I,0.0,0,W1,S2,7,44.73,55.82,0.05
1946092,2016-01-01,13,HOME AND KITCHEN II,0.0,0,W1,S4,3,39.41,69.84,0.05
1946093,2016-01-01,13,HOME APPLIANCES,0.0,0,W3,S2,7,15.27,18.54,0.06
1946094,2016-01-01,13,HOME CARE,0.0,0,W1,S4,3,12.54,22.14,0.05
1946095,2016-01-01,13,LADIESWEAR,0.0,0,W1,S5,8,12.59,20.0,0.05
1947726,2016-01-02,1,AUTOMOTIVE,7.0,0,W3,S1,5,42.07,64.26,0.06
1947727,2016-01-02,1,BABY CARE,0.0,0,W3,S3,10,36.28,57.77,0.06
1947728,2016-01-02,1,BEAUTY,0.0,0,W3,S2,7,49.24,62.86,0.06
1947729,2016-01-02,1,BEVERAGES,1856.0,7,W1,S3,10,35.74,58.97,0.05
1947730,2016-01-02,1,BOOKS,0.0,0,W3,S5,8,19.97,27.1,0.06
1947731,2016-01-02,1,BREAD/BAKERY,259.811,1,W3,S2,7,13.58,22.63,0.06
1947732,2016-01-02,1,CELEBRATION,5.0,0,W1,S3,10,24.62,41.75,0.05
1947733,2016-01-02,1,CLEANING,526.0,3,W3,S5,8,17.99,26.28,0.06
1947734,2016-01-02,1,DAIRY,627.0,15,W1,S4,3,35.14,51.78,0.05
1947735,2016-01-02,1,DELI,115.96,0,W2,S5,8,13.84,18.4,0.07
1947736,2016-01-02,1,EGGS,153.0,0,W3,S2,7,40.9,63.42,0.06
1947737,2016-01-02,1,FROZEN FOODS,81.053,1,W2,S2,7,37.86,47.33,0.07
1947738,2016-01-02,1,GROCERY I,2047.0,22,W1,S2,7,39.45,54.25,0.05
1947739,2016-01-02,1,GROCERY II,11.0,0,W3,S5,8,48.62,63.22,0.06
1947740,2016-01-02,1,HARDWARE,4.0,0,W1,S2,7,36.02,62.39,0.05
1947741,2016-01-02,1,HOME AND KITCHEN I,10.0,0,W2,S5,8,41.54,67.33,0.07
1947742,2016-01-02,1,HOME AND KITCHEN II,13.0,1,W1,S1,5,13.41,22.14,0.05
1947743,2016-01-02,1,HOME APPLIANCES,0.0,0,W3,S1,5,47.72,79.91,0.06
1947744,2016-01-02,1,HOME CARE,164.0,1,W3,S1,5,18.74,24.01,0.06
1947745,2016-01-02,1,LADIESWEAR,19.0,0,W2,S3,10,29.72,51.24,0.07
1947759,2016-01-02,10,AUTOMOTIVE,1.0,0,W1,S1,5,48.28,76.77,0.05
1947760,2016-01-02,10,BABY CARE,0.0,0,W3,S1,5,17.17,22.66,0.06
1947761,2016-01-02,10,BEAUTY,5.0,0,W2,S5,8,11.42,20.11,0.07
1947762,2016-01-02,10,BEVERAGES,2052.0,1,W3,S5,8,21.88,32.01,0.06
1947763,2016-01-02,10,BOOKS,0.0,0,W3,S2,7,16.26,23.02,0.06
1947764,2016-01-02,10,BREAD/BAKERY,132.0,0,W1,S2,7,36.72,50.32,0.05
1947765,2016-01-02,10,CELEBRATION,6.0,0,W3,S2,7,21.13,33.49,0.06
1947766,2016-01-02,10,CLEANING,1216.0,4,W1,S5,8,12.51,18.4,0.05
1947767,2016-01-02,10,DAIRY,420.0,3,W3,S5,8,45.72,59.61,0.06
1947768,2016-01-02,10,DELI,520.0,0,W2,S1,5,11.98,19.91,0.07
1947769,2016-01-02,10,EGGS,54.0,0,W3,S4,3,20.85,27.0,0.06
1947770,2016-01-02,10,FROZEN FOODS,110.721,18,W1,S5,8,19.61,28.15,0.05
1947771,2016-01-02,10,GROCERY I,3654.0,6,W1,S4,3,10.94,16.85,0.05
1947772,2016-01-02,10,GROCERY II,5.0,0,W2,S5,8,16.61,20.4,0.07
1947773,2016-01-02,10,HARDWARE,2.0,0,W3,S5,8,42.59,69.04,0.06
1947774,2016-01-02,10,HOME AND KITCHEN I,5.0,0,W3,S3,10,11.5,14.31,0.06
1947775,2016-01-02,10,HOME AND KITCHEN II,14.0,0,W2,S4,3,10.93,13.33,0.07
1947776,2016-01-02,10,HOME APPLIANCES,1.0,0,W3,S3,10,35.36,51.7,0.06
1947777,2016-01-02,10,HOME CARE,296.0,0,W3,S1,5,13.56,20.09,0.06
1947778,2016-01-02,10,LADIESWEAR,0.0,0,W1,S3,10,24.86,34.65,0.05
1947792,2016-01-02,11,AUTOMOTIVE,14.0,0,W3,S3,10,10.09,14.55,0.06
1947793,2016-01-02,11,BABY CARE,0.0,0,W3,S1,5,24.5,30.62,0.06
1947794,2016-01-02,11,BEAUTY,10.0,0,W2,S4,3,22.72,35.73,0.07
1947795,2016-01-02,11,BEVERAGES,8238.0,2,W2,S2,7,34.51,56.89,0.07
1947796,2016-01-02,11,BOOKS,0.0,0,W1,S5,8,29.96,39.73,0.05
1947797,2016-01-02,11,BREAD/BAKERY,812.0,0,W3,S4,3,37.14,48.57,0.06
1947798,2016-01-02,11,CELEBRATION,52.0,0,W3,S1,5,47.43,57.94,0.06
1947799,2016-01-02,11,CLEANING,3477.0,1,W3,S3,10,41.81,61.96,0.06
1947800,2016-01-02,11,DAIRY,867.0,0,W1,S2,7,47.34,76.43,0.05
1947801,2016-01-02,11,DELI,721.351,0,W1,S3,10,12.17,19.84,0.05
1947802,2016-01-02,11,EGGS,178.0,0,W2,S5,8,49.61,60.51,0.07
1947803,2016-01-02,11,FROZEN FOODS,152.535,24,W1,S1,5,22.88,40.76,0.05
1947804,2016-01-02,11,GROCERY I,10279.158,6,W3,S2,7,21.07,37.73,0.06
1947805,2016-01-02,11,GROCERY II,25.0,0,W3,S4,3,26.14,44.34,0.06
1947806,2016-01-02,11,HARDWARE,2.0,0,W1,S4,3,41.33,66.64,0.05
1947807,2016-01-02,11,HOME AND KITCHEN I,57.0,0,W3,S1,5,48.17,68.44,0.06
1947808,2016-01-02,11,HOME AND KITCHEN II,51.0,0,W3,S1,5,32.17,46.14,0.06
1947809,2016-01-02,11,HOME APPLIANCES,2.0,0,W1,S3,10,16.18,28.23,0.05
1947810,2016-01-02,11,HOME CARE,900.0,0,W1,S2,7,18.56,25.34,0.05
1947811,2016-01-02,11,LADIESWEAR,4.0,0,W3,S5,8,26.21,45.22,0.06
1947825,2016-01-02,12,AUTOMOTIVE,16.0,0,W3,S1,5,24.63,31.78,0.06
1947826,2016-01-02,12,BABY CARE,0.0,0,W3,S2,7,19.53,27.25,0.06
1947827,2016-01-02,12,BEAUTY,1.0,0,W2,S1,5,44.01,63.99,0.07
1947828,2016-01-02,12,BEVERAGES,2290.0,1,W2,S1,5,21.2,33.31,0.07
1947829,2016-01-02,12,BOOKS,0.0,0,W2,S4,3,33.71,55.5,0.07
1947830,2016-01-02,12,BREAD/BAKERY,193.0,0,W1,S2,7,29.17,37.42,0.05
1947831,2016-01-02,12,CELEBRATION,15.0,0,W2,S4,3,46.94,67.6,0.07
1947832,2016-01-02,12,CLEANING,1318.0,0,W1,S4,3,35.16,50.04,0.05
1947833,2016-01-02,12,DAIRY,523.0,0,W1,S2,7,23.28,32.14,0.05
1947834,2016-01-02,12,DELI,250.0,1,W2,S4,3,35.55,52.28,0.07
1947835,2016-01-02,12,EGGS,45.0,1,W2,S3,10,22.76,37.29,0.07
1947836,2016-01-02,12,FROZEN FOODS,138.149,20,W2,S5,8,13.63,20.92,0.07
1947837,2016-01-02,12,GROCERY I,3394.916,5,W3,S5,8,29.41,44.2,0.06
1947838,2016-01-02,12,GROCERY II,16.0,0,W2,S3,10,44.41,67.09,0.07
1947839,2016-01-02,12,HARDWARE,0.0,0,W3,S1,5,46.37,75.44,0.06
1947840,2016-01-02,12,HOME AND KITCHEN I,24.0,0,W1,S4,3,31.75,48.68,0.05
1947841,2016-01-02,12,HOME AND KITCHEN II,14.0,0,W3,S5,8,37.98,61.74,0.06
1947842,2016-01-02,12,HOME APPLIANCES,1.0,0,W2,S2,7,34.43,51.7,0.07
1947843,2016-01-02,12,HOME CARE,237.0,0,W1,S1,5,42.43,68.54,0.05
1947844,2016-01-02,12,LADIESWEAR,0.0,0,W1,S5,8,14.13,24.15,0.05
1947858,2016-01-02,13,AUTOMOTIVE,18.0,0,W1,S4,3,26.05,32.49,0.05
1947859,2016-01-02,13,BABY CARE,0.0,0,W3,S5,8,20.12,33.23,0.06
1947860,2016-01-02,13,BEAUTY,2.0,0,W2,S4,3,10.26,17.32,0.07
1947861,2016-01-02,13,BEVERAGES,3660.0,0,W1,S1,5,43.2,71.21,0.05
1947862,2016-01-02,13,BOOKS,0.0,0,W1,S3,10,15.37,20.57,0.05
1947863,2016-01-02,13,BREAD/BAKERY,183.0,0,W1,S4,3,22.94,29.14,0.05
1947864,2016-01-02,13,CELEBRATION,14.0,0,W3,S4,3,44.68,78.18,0.06
1947865,2016-01-02,13,CLEANING,1765.0,1,W3,S1,5,38.85,54.57,0.06
1947866,2016-01-02,13,DAIRY,473.0,0,W2,S1,5,32.71,42.84,0.07
1947867,2016-01-02,13,DELI,399.0,0,W3,S2,7,22.41,35.98,0.06
1947868,2016-01-02,13,EGGS,72.0,0,W1,S1,5,30.61,52.67,0.05
1947869,2016-01-02,13,FROZEN FOODS,75.004,13,W2,S5,8,12.25,21.94,0.07
1947870,2016-01-02,13,GROCERY I,5488.0,7,W1,S4,3,39.09,59.64,0.05
1947871,2016-01-02,13,GROCERY II,19.0,0,W1,S3,10,19.49,33.67,0.05
1947872,2016-01-02,13,HARDWARE,3.0,0,W3,S1,5,29.17,43.47,0.06
1947873,2016-01-02,13,HOME AND KITCHEN I,11.0,0,W2,S4,3,13.78,21.01,0.07
1947874,2016-01-02,13,HOME AND KITCHEN II,29.0,0,W3,S3,10,38.43,59.2,0.06
1947875,2016-01-02,13,HOME APPLIANCES,0.0,0,W3,S2,7,45.83,79.03,0.06
1947876,2016-01-02,13,HOME CARE,403.0,0,W2,S5,8,28.24,37.97,0.07
1947877,2016-01-02,13,LADIESWEAR,11.0,0,W1,S2,7,13.33,21.97,0.05
1949508,2016-01-03,1,AUTOMOTIVE,1.0,0,W1,S1,5,47.8,67.06,0.05
1949509,2016-01-03,1,BABY CARE,0.0,0,W2,S5,8,27.88,35.09,0.07
1949510,2016-01-03,1,BEAUTY,2.0,0,W1,S2,7,13.21,23.59,0.05
1949511,2016-01-03,1,BEVERAGES,1048.0,1,W2,S4,3,17.54,30.79,0.07
1949512,2016-01-03,1,BOOKS,0.0,0,W2,S1,5,14.79,22.25,0.07
1949513,2016-01-03,1,BREAD/BAKERY,138.275,1,W3,S2,7,17.9,23.13,0.06
1949514,2016-01-03,1,CELEBRATION,5.0,0,W2,S5,8,16.23,27.89,0.07
1949515,2016-01-03,1,CLEANING,293.0,2,W3,S5,8,46.92,67.63,0.06
1949516,2016-01-03,1,DAIRY,382.0,7,W1,S3,10,18.36,27.68,0.05
1949517,2016-01-03,1,DELI,59.737,0,W1,S5,8,27.68,49.65,0.05
1949518,2016-01-03,1,EGGS,78.0,0,W1,S5,8,39.2,58.0,0.05
1949519,2016-01-03,1,FROZEN FOODS,67.29,1,W1,S1,5,37.08,47.78,0.05
1949520,2016-01-03,1,GROCERY I,1069.0,7,W3,S5,8,48.26,77.16,0.06
1949521,2016-01-03,1,GROCERY II,1.0,0,W1,S3,10,48.64,74.46,0.05
1949522,2016-01-03,1,HARDWARE,1.0,0,W2,S5,8,32.83,42.96,0.07
1949523,2016-01-03,1,HOME AND KITCHEN I,25.0,0,W2,S3,10,40.09,52.64,0.07
1949524,2016-01-03,1,HOME AND KITCHEN II,11.0,1,W2,S4,3,25.44,44.57,0.07
1949525,2016-01-03,1,HOME APPLIANCES,0.0,0,W3,S3,10,27.17,33.25,0.06
1949526,2016-01-03,1,HOME CARE,67.0,0,W1,S1,5,14.17,22.3,0.05
1949527,2016-01-03,1,LADIESWEAR,12.0,0,W1,S2,7,36.94,61.84,0.05
1949541,2016-01-03,10,AUTOMOTIVE,8.0,0,W1,S2,7,20.82,29.65,0.05
1949542,2016-01-03,10,BABY CARE,0.0,0,W3,S4,3,13.19,16.92,0.06
1949543,2016-01-03,10,BEAUTY,1.0,0,W2,S1,5,13.93,24.41,0.07
1949544,2016-01-03,10,BEVERAGES,2281.0,0,W2,S4,3,38.9,52.77,0.07
1949545,2016-01-03,10,BOOKS,0.0,0,W1,S4,3,19.16,25.07,0.05
1949546,2016-01-03,10,BREAD/BAKERY,182.0,30,W2,S5,8,40.8,50.51,0.07
1949547,2016-01-03,10,CELEBRATION,5.0,0,W2,S5,8,46.24,80.29,0.07
1949548,2016-01-03,10,CLEANING,1206.0,3,W3,S1,5,23.63,36.0,0.06
1949549,2016-01-03,10,DAIRY,450.0,2,W3,S2,7,41.76,59.87,0.06
1949550,2016-01-03,10,DELI,397.0,0,W3,S3,10,27.15,45.11,0.06
1949551,2016-01-03,10,EGGS,128.0,1,W3,S5,8,40.89,61.98,0.06
1949552,2016-01-03,10,FROZEN FOODS,74.196,2,W1,S1,5,22.27,30.8,0.05
1949553,2016-01-03,10,GROCERY I,4125.0,5,W3,S1,5,47.26,67.72,0.06
1949554,2016-01-03,10,GROCERY II,6.0,2,W2,S2,7,49.49,81.93,0.07
1949555,2016-01-03,10,HARDWARE,1.0,0,W1,S1,5,25.45,34.62,0.05
1949556,2016-01-03,10,HOME AND KITCHEN I,15.0,0,W2,S1,5,17.96,27.34,0.07
1949557,2016-01-03,10,HOME AND KITCHEN II,13.0,0,W2,S2,7,37.41,64.32,0.07
1949558,2016-01-03,10,HOME APPLIANCES,0.0,0,W2,S5,8,33.34,57.56,0.07
1949559,2016-01-03,10,HOME CARE,347.0,0,W3,S2,7,49.66,86.22,0.06
1949560,2016-01-03,10,LADIESWEAR,9.0,0,W3,S4,3,42.46,70.41,0.06
1949574,2016-01-03,11,AUTOMOTIVE,12.0,0,W1,S5,8,43.4,65.38,0.05
1949575,2016-01-03,11,BABY CARE,0.0,0,W1,S4,3,39.06,58.58,0.05
1949576,2016-01-03,11,BEAUTY,5.0,0,W3,S1,5,24.03,42.64,0.06
1949577,2016-01-03,11,BEVERAGES,7569.0,1,W2,S4,3,47.43,78.83,0.07
1949578,2016-01-03,11,BOOKS,0.0,0,W1,S2,7,28.63,38.01,0.05
1949579,2016-01-03,11,BREAD/BAKERY,784.0,67,W3,S2,7,25.98,36.31,0.06
1949580,2016-01-03,11,CELEBRATION,27.0,0,W3,S3,10,17.77,24.85,0.06
1949581,2016-01-03,11,CLEANING,4145.0,0,W3,S1,5,22.16,36.89,0.06
1949582,2016-01-03,11,DAIRY,1016.0,0,W2,S2,7,10.09,14.93,0.07
1949583,2016-01-03,11,DELI,724.182,0,W3,S5,8,36.4,59.61,0.06
1949584,2016-01-03,11,EGGS,286.0,0,W3,S2,7,34.22,41.97,0.06
1949585,2016-01-03,11,FROZEN FOODS,146.43,1,W3,S5,8,26.12,41.79,0.06
1949586,2016-01-03,11,GROCERY I,11808.075,1,W3,S1,5,48.68,67.62,0.06
1949587,2016-01-03,11,GROCERY II,30.0,5,W1,S3,10,37.72,50.22,0.05
1949588,2016-01-03,11,HARDWARE,1.0,0,W1,S3,10,19.71,31.5,0.05
1949589,2016-01-03,11,HOME AND KITCHEN I,84.0,0,W3,S4,3,25.15,31.74,0.06
1949590,2016-01-03,11,HOME AND KITCHEN II,30.0,0,W2,S2,7,30.63,48.96,0.07
1949591,2016-01-03,11,HOME APPLIANCES,2.0,0,W1,S1,5,31.81,57.14,0.05
1949592,2016-01-03,11,HOME CARE,1182.0,0,W3,S4,3,21.03,36.81,0.06
1949593,2016-01-03,11,LADIESWEAR,7.0,0,W1,S1,5,19.98,33.14,0.05
1949607,2016-01-03,12,AUTOMOTIVE,12.0,0,W1,S1,5,21.98,30.85,0.05
1949608,2016-01-03,12,BABY CARE,0.0,0,W2,S4,3,48.53,67.0,0.07
1949609,2016-01-03,12,BEAUTY,1.0,0,W3,S1,5,24.38,43.42,0.06
1949610,2016-01-03,12,BEVERAGES,3052.0,0,W3,S4,3,24.97,31.45,0.06
1949611,2016-01-03,12,BOOKS,0.0,0,W2,S2,7,38.81,51.49,0.07
1949612,2016-01-03,12,BREAD/BAKERY,289.0,39,W2,S4,3,16.51,28.02,0.07
1949613,2016-01-03,12,CELEBRATION,9.0,0,W3,S2,7,35.73,53.52,0.06
1949614,2016-01-03,12,CLEANING,1258.0,2,W3,S3,10,36.65,63.82,0.06
1949615,2016-01-03,12,DAIRY,630.0,1,W2,S4,3,12.58,17.9,0.07
1949616,2016-01-03,12,DELI,367.0,0,W1,S3,10,17.6,24.35,0.05
1949617,2016-01-03,12,EGGS,153.0,0,W1,S4,3,28.66,44.58,0.05
1949618,2016-01-03,12,FROZEN FOODS,52.675,0,W2,S1,5,43.42,69.98,0.07
1949619,2016-01-03,12,GROCERY I,3648.0,0,W1,S3,10,39.29,62.89,0.05
1949620,2016-01-03,12,GROCERY II,2.0,2,W2,S5,8,44.94,60.79,0.07
1949621,2016-01-03,12,HARDWARE,3.0,0,W1,S5,8,44.04,75.19,0.05
1949622,2016-01-03,12,HOME AND KITCHEN I,30.0,0,W1,S5,8,30.46,44.94,0.05
1949623,2016-01-03,12,HOME AND KITCHEN II,15.0,0,W3,S3,10,34.89,43.59,0.06
1949624,2016-01-03,12,HOME APPLIANCES,0.0,0,W3,S2,7,46.83,71.69,0.06
1949625,2016-01-03,12,HOME CARE,329.0,0,W1,S4,3,39.64,54.37,0.05
1949626,2016-01-03,12,LADIESWEAR,0.0,0,W1,S1,5,24.32,37.79,0.05
1949640,2016-01-03,13,AUTOMOTIVE,4.0,0,W3,S1,5,24.01,31.48,0.06
1949641,2016-01-03,13,BABY CARE,0.0,0,W3,S3,10,24.66,41.81,0.06
1949642,2016-01-03,13,BEAUTY,2.0,0,W3,S5,8,29.81,38.86,0.06
1949643,2016-01-03,13,BEVERAGES,2584.0,2,W2,S1,5,24.5,35.58,0.07
1949644,2016-01-03,13,BOOKS,0.0,0,W1,S1,5,17.5,21.37,0.05
1949645,2016-01-03,13,BREAD/BAKERY,158.0,35,W3,S2,7,33.8,53.7,0.06
1949646,2016-01-03,13,CELEBRATION,13.0,0,W1,S1,5,44.77,56.23,0.05
1949647,2016-01-03,13,CLEANING,1029.0,2,W2,S1,5,29.7,48.53,0.07
1949648,2016-01-03,13,DAIRY,415.0,2,W2,S4,3,18.77,30.07,0.07
1949649,2016-01-03,13,DELI,312.0,0,W3,S1,5,42.52,61.69,0.06
1949650,2016-01-03,13,EGGS,107.0,1,W2,S4,3,40.23,60.07,0.07
1949651,2016-01-03,13,FROZEN FOODS,51.0,0,W1,S5,8,38.01,64.7,0.05
1949652,2016-01-03,13,GROCERY I,3064.0,3,W3,S2,7,36.99,50.07,0.06
